,day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
2917,4,2016,12,1,01/12/2016,53.4,49.7,1003.2,6.6,15.6,22,29.9,57,48.9,0.1,999.9,1,734
2918,4,2017,12,28,28/12/2017,15.3,-1.4,1027.8,10,17.5,22,33,24.1,12,0,999.9,0,609
2919,6,2018,12,22,22/12/2018,48.3,45.8,995.6,4.1,13.3,22,32.1,57,39,0.89,999.9,1,568
2920,4,2019,12,19,19/12/2019,24.2,8.3,1016,10,18.4,22,39,43,17.1,0.04,999.9,0,698
2921,6,2017,12,16,16/12/2017,30.9,24.3,1013.6,8,12.4,22,28,35.1,17.1,0.08,999.9,0,661
2922,1,2019,12,16,16/12/2019,35.4,19.8,1020.9,10,11,22,32.1,48.9,32,0,999.9,0,519
2923,3,2018,12,19,19/12/2018,29.8,16.2,1018,10,9.4,22,29.9,39,21,0,999.9,0,749
2924,7,2013,12,22,22/12/2013,51.9,51.2,1014.6,2.1,15.2,22.9,29.9,55.9,44.1,0.01,999.9,1,505
2925,1,2012,12,31,31/12/2012,31.5,17.2,1019.6,10,6.8,22.9,35.9,37.4,26.1,0,999.9,0,482
2926,6,2015,12,19,19/12/2015,42.1,24.9,1014,10,16.7,22.9,32.1,55.9,39,0.14,999.9,0,624
2927,4,2012,12,20,20/12/2012,39.8,29,1020.3,10,8.5,22.9,29.9,44.6,35.1,0.02,999.9,0,606
2928,7,2016,12,4,04/12/2016,38.2,24.3,1019.2,10,14.6,22.9,33,48,34,0,999.9,0,482
2929,6,2016,12,31,31/12/2016,35.8,21.1,1016.6,10,14.1,22.9,35,44.1,30,0,999.9,0,465
2930,5,2018,12,28,28/12/2018,41.8,36.7,1027.6,7.5,15,22.9,28.9,50,26.1,0,999.9,0,681
2931,1,2015,12,28,28/12/2015,40.9,30,1030.6,9.3,18.5,22.9,33,57,33.1,0.1,999.9,0,490
2932,7,2013,12,29,29/12/2013,43.2,40.6,1016.7,6.9,7.8,24.1,32.1,50,27,0,999.9,0,394
2933,3,2013,12,18,18/12/2013,35.4,30.1,1011.3,8.7,13,24.1,32.1,45,21,0.15,999.9,0,701
2934,5,2013,12,13,13/12/2013,28.1,12,1019.3,9.9,12.7,24.1,31.1,35.1,19.9,0,999.9,0,695
2935,6,2016,12,17,17/12/2016,36.2,31.3,1023.4,5.9,11.5,24.1,32.1,52,12,0.05,999.9,0,623
2936,2,2015,12,29,29/12/2015,42.8,35.9,1020,6.1,15.6,24.1,33,57,33.1,0.13,999.9,1,533
2937,1,2016,12,12,12/12/2016,43.6,40.4,1015.5,6.5,14.2,24.1,34,53.1,25,0.16,999.9,0,665
2938,4,2016,12,29,29/12/2016,37.3,29.4,1016.5,8.6,10.3,24.1,33,48.9,24.1,0,999.9,0,542
2939,6,2017,12,9,09/12/2017,38.7,36.7,1013.3,7.8,9.9,24.1,32.1,43,37,0.01,999.9,0,538
2940,4,2015,12,3,03/12/2015,53.5,47.1,1005.8,6.4,13,24.1,32.1,57,46.9,0.11,999.9,1,623
2941,3,2012,12,19,19/12/2012,44,30.5,1007.4,10,9.3,25.1,34,48,41,0.07,999.9,0,590
2942,2,2016,12,27,27/12/2016,49.8,46.9,1013.8,4.4,17.5,25.1,35,53.1,44.1,0,999.9,1,569
2943,6,2012,12,22,22/12/2012,37.4,25,998.4,10,10.6,25.1,32.1,45,33.1,0.7,999.9,0,542
2944,1,2013,12,30,30/12/2013,42.5,36.9,1008.3,8.8,14.1,25.1,34,54,35.1,0.75,999.9,0,476
2945,1,2019,12,30,30/12/2019,39.6,36.3,1017.1,5.2,13,25.1,35,45,30.9,0.39,999.9,0,517
2946,3,2017,12,6,06/12/2017,51.3,48.7,1012.7,7.9,15,26,34,57,28,0.47,999.9,0,651
2947,4,2014,12,11,11/12/2014,40.8,33.7,1003,9.5,19.3,26,33,48.9,37.9,0.05,999.9,0,669
2948,7,2016,12,18,18/12/2016,49.8,48,1012.5,2.5,13.2,26,35,57,43,0.48,999.9,1,521
2949,7,2013,12,15,15/12/2013,40,37.1,1004.5,5.8,18.9,26,36.9,51.8,32,0.87,999.9,0,450
2950,2,2019,12,10,10/12/2019,53.1,51,1010.4,1.8,16,26,34,55.4,51.1,0.98,999.9,1,666
2951,3,2017,12,13,13/12/2017,32.8,25.1,992.9,9.2,17.6,26,39,51.1,25,0.13,999.9,0,709
2952,4,2017,12,14,14/12/2017,28.2,20.4,1004.1,8.1,12.6,26,35.9,39.9,25,0,999.9,0,883
2953,4,2016,12,15,15/12/2016,29.8,14,1008.6,8.8,13.8,27,38.1,44.1,19.9,0.01,999.9,1,749
2954,7,2019,12,15,15/12/2019,47.7,38.4,1001.7,8,19.8,27,35.9,57.9,44.1,0.84,999.9,1,503
2955,2,2019,12,3,03/12/2019,39.9,36.3,990.8,5.2,18.6,27,34,48.2,33.1,0.6,999.9,0,620
2956,2,2018,12,18,18/12/2018,33.3,18.2,1006.2,9.6,19.7,28,40,46,26.1,0,999.9,0,731
2957,5,2018,12,21,21/12/2018,50.4,49.1,1010.2,5.3,17.6,28,35,57,44.1,0.01,999.9,1,782
2958,5,2016,12,30,30/12/2016,40.4,29.9,999.5,9.5,18.2,28,39,50,24.1,0.63,999.9,0,583
2959,2,2014,12,9,09/12/2014,48.7,45.1,1019.3,5.8,19.6,28,41,57,32,0.03,999.9,0,645
2960,1,2019,12,2,02/12/2019,44.8,41.3,996.1,4.3,20.5,28,36.9,46.9,30,0.67,999.9,0,580
2962,1,2014,12,8,08/12/2014,35.4,24.7,1035.8,10,19.6,29.9,39,45,32,0.67,999.9,0,579
2963,2,2019,12,31,31/12/2019,44.7,42.6,1002.6,4.8,14.7,31.1,39,52,37.9,0.88,999.9,1,443
2964,5,2016,12,16,16/12/2016,18.2,-2.1,1023.1,10,17.8,32.1,49,23,12.9,0,999.9,0,792
2965,5,2012,12,21,21/12/2012,47.3,42.9,996.6,7.1,9.4,32.1,42.9,55.9,39,0.56,999.9,0,751
2966,4,2012,12,27,27/12/2012,39.1,37.1,996.6,6,12.4,34,53,52,33.1,0.84,999.9,1,525
2969,1,2017,12,25,25/12/2017,41.1,35.3,1009.1,7.9,16.7,42,56.9,50,35.1,0.2,999.9,0,333
